7,562233	-1,061612
5,692168	0,182767
6,519736	0,266631
3,032186	2,377856
6,359357	-0,029395
-1,09072	3,938128
-1,691136	2,858661
5,639814	-0,452683
6,600483	-0,415554
0,191819	3,122615
5,596447	-1,546674
-0,535789	3,265907
-0,848693	3,436612
6,529509	-1,226639
0,678524	4,267142
5,843693	-0,7849
6,09648	0,166213
6,795733	0,469029
-0,383046	3,625069
-1,315133	3,492822
-1,315133	3,492822
7,663821	-0,731906
7,376585	-1,51392
-0,79619	3,052878
-0,404884	2,830234
-1,572802	3,261351
-1,390266	2,327469
6,013613	-1,848574
-0,400653	3,628823
5,850953	0,473828
-1,572802	3,261351
6,25738	-1,77354
0,236534	3,439102
6,149983	0,26415
6,587028	-1,104539
6,834388	0,441161
-0,349885	4,360411
6,100812	0,103567
-1,263537	3,478833
-0,50459	3,656415
6,449086	-0,001218
0,558914	4,757775
6,035829	-0,80701
-1,20708	4,525095
7,620308	0,139256
7,128284	0,070598
-0,449789	4,239381
6,172067	-0,55273
6,409846	-1,258699
6,191327	-1,059731
0,345192	2,584613
6,963096	-1,165049
6,854333	0,244589
5,814404	-1,270301
6,646266	-1,360377
5,756172	-0,056383
5,814404	-1,270301
-1,173994	3,996632
-0,094473	3,406026
-1,651981	2,440465
-1,14683	3,334361
-0,998775	3,060221
-1,036023	4,002105
-0,852337	3,858603
