2,192409	6,96861
1,692409	2,26861
7,192409	3,76861
6,471399	3,187576
5,706699	3,852171
-4,250181	5,894089
5,889685	2,618512
-3,19446	0,30665
6,305788	3,275563
-4,300547	6,502908
-2,26459	1,208898
-3,867262	6,566919
-4,571194	6,122213
-5,616862	6,555152
-2,38363	1,407782
-3,981927	6,460212
-1,994653	1,667153
-1,831714	0,374635
-1,907925	0,998678
-2,183354	1,682193
6,534821	2,452936
6,470169	3,083481
-4,727088	6,203303
-1,595364	2,13204
5,261192	3,618319
6,941168	3,639449
-5,254689	6,488828
-4,641005	7,284819
5,95417	3,121742
-4,875987	5,996566
-4,704175	6,551816
-1,671478	1,020142
-2,130997	2,258565
-4,454253	7,368772
-2,699092	1,490748
-4,054234	6,767727
5,357955	4,533138
6,335991	4,133546
6,183882	2,910967
-1,303374	1,726066
-3,63029	1,624499
6,369972	4,629745
-1,938611	1,321969
-3,242335	1,77808
-2,07042	0,547633
7,441294	3,836818
-2,632214	1,792233
-2,681867	1,029374
-2,637737	2,597077
7,606903	4,000079
-1,930723	1,19601
6,669264	3,668443
-5,147408	6,73029
-1,265023	1,338025
6,670018	4,237382
5,657154	4,637538
-2,689789	2,30289
-2,783867	2,216783
7,248224	3,527273
-2,934917	1,795122
-3,366355	2,279817
-2,899997	1,150641
6,680488	4,259006
5,260717	2,41346
6,785965	3,668676
-5,226296	6,907447
7,27173	3,529765
-4,783015	7,383944
-2,104434	0,756839
-2,480672	2,280591
-2,696282	2,273421
-2,692901	1,571997
-5,256727	6,200899
-5,358826	6,895231
-4,536255	6,441584
6,055741	3,577595
5,865731	3,494359
6,903457	3,050659
-3,290543	1,52697
6,313853	3,512302
6,88571	2,695133
-3,946464	1,745631
-1,787708	1,573327
6,371384	3,79043
-3,302444	1,822875
-2,215243	1,538195
-1,943956	1,425415
-4,934981	7,046117
5,710175	3,242677
5,908962	3,724453
-1,994375	0,098226
6,183326	3,27297
6,915414	4,133706
-2,946609	1,07618
-3,162351	2,300958
-2,207314	1,585492
-3,029183	0,737099
5,457888	3,76238
-2,291895	0,919206
6,799903	4,148661
6,836722	4,023987
-3,026886	2,19727
-3,200141	6,959471
6,151709	4,460043
-4,830393	6,586747
-2,222117	1,514079
-4,496195	6,199945
-3,857278	7,276351
-1,499859	0,737416
-3,82745	6,480296
-3,731435	6,383382
6,955709	3,40535
6,097957	3,967911
-3,639915	7,061468
-1,630012	2,015562
5,87729	2,844115
6,961305	3,480368
-3,900662	5,808096
-4,490659	5,742837
-3,551483	1,285928
-3,470587	1,623343
6,976514	3,508416
-4,892081	5,327492
-4,282625	6,260076
-3,834745	6,72005
-4,649877	7,286938
-1,953101	1,901519
-4,853636	6,394465
5,862513	3,642177
7,845616	3,666198
-1,965889	1,025941
-2,425955	1,435288
5,911144	3,835439
-3,340713	1,056754
-4,081517	7,364932
6,67041	3,102709
-5,346744	6,473744
-5,038337	6,686269
-5,815061	6,320693
-3,858234	0,797143
7,383458	2,989583
-2,650336	1,330036
-2,2787	1,614465
6,536939	3,107701
6,381845	4,599041
-3,237405	5,732405
6,435084	3,150744
5,871906	3,501315
-4,850692	6,50176
7,601587	4,298385
-5,136218	7,587338
-1,387492	0,482399
-4,612264	6,043909
5,832305	3,630157
6,132088	4,452739
-2,241803	1,092172
-2,181471	0,834946
-2,558055	1,444049
-3,539549	0,731554
-3,88861	7,379213
-5,054062	6,162498
-1,978376	2,168344
6,299244	3,148751
-2,422911	0,784216
5,75211	3,514783
-2,559504	1,099873
6,936326	3,733174
-2,790869	1,544289
-2,068383	0,596698
5,610185	3,664934
-4,70166	6,63143
-4,50576	5,380641
-4,162277	7,351179
-2,957127	0,748419
-2,479077	1,897991
-2,717404	1,800515
-2,048452	1,895706
-2,425146	0,190566
-3,699715	7,316393
-4,80182	6,052049
6,449616	3,531487
6,182283	3,10696
5,956309	2,623738
-2,961913	1,695086
-2,409447	1,904371
-5,394157	6,225958
6,52183	3,957426
-4,157803	6,623804
-5,349501	7,259827
-4,135016	6,132969
6,990914	4,694045
-4,20113	6,64348
-2,604645	1,16933
-2,73542	1,528009
-3,503735	5,320324
-4,687815	5,580808
-5,500405	6,871794
-3,050082	2,367787
7,181466	2,064121
-3,446451	1,807538
-3,874417	6,100593
-5,488214	6,66373
-3,566067	6,200059
-3,13236	0,591364
-4,221156	5,534099
-3,903809	6,291341
6,803874	3,56114
-1,907107	1,580081
-2,829933	0,73202
5,981898	2,75225
7,133197	3,731801
-4,597801	6,779478
6,373705	3,677114
-4,604026	6,695026
-4,599826	5,694298
-3,760842	7,083465
-3,732874	1,224097
5,298912	4,802111
-4,176585	6,030941
-5,000825	5,924499
-3,186462	0,946539
-2,448657	0,530435
-4,226414	6,637978
-3,632769	5,7948
-3,329372	1,661396
-5,73219	5,480245
6,602488	3,612923
-5,001137	6,718563
6,307235	3,316342
-1,713485	1,483587
5,926959	2,762067
6,737609	3,532115
-3,150626	1,688041
6,627881	4,123975
-4,293402	6,777316
6,769551	3,560183
-4,751894	7,109771
-5,083587	5,468122
-3,165634	2,497446
-2,472657	2,090488
